COVERED CALL WRITES: CASH

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUC:    Raw Return, if unchanged, cash
  ARIUC:   Annualized Return, if unchanged, cash
  RIEC:    Raw Return, if exercised, cash
  ARIEC:   Annualized Return, if exercised, cash
  DBEC:    Downside breakeven point, cash
  UBEC:    UPSIDE breakeven point, cash
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, cash
  AERTNC:  Annualized EXPECTED Return, cash
  Invt:    Investment for cash covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
SNPS    509.68  Dec  220    296.00    2.9    3.1    2.9    3.1 213.78 515.85  0.58  0.01   100   100    48     2.9     3.1 213.78   137/   20
SNPS    509.68  Dec  230    287.00    3.2    3.5    3.2    3.5 222.78 516.85  0.56  0.01   100   100    48     3.2     3.5 222.78   129/   20
SNPS    509.68  Jan'25 230  288.00    3.7    3.7    3.7    3.7 221.78 517.85  0.56  0.02   100   100    48     3.7     3.6 221.78   125/   20
META    367.46  Feb+ 285     83.50    0.3    6.7    0.3    6.7 284.06 368.35  0.23  0.00   100   100    49     0.3     6.7 284.06   132/   31
MA      428.35  Mar  345     85.55    0.6    3.7    0.6    3.7 342.90 430.40  0.20  0.00   100   100    48     0.6     3.7 342.90   128/   11
CRM     269.19  Mar  195     75.45    0.6    3.5    0.6    3.5 193.84 270.30  0.28  0.00   100   100    48     0.6     3.5 193.84   124/    9
MRK     118.49  Mar  95      24.15    0.5    3.3    0.5    3.3  94.44 119.00  0.20  0.00   100   100    48     0.5     3.3  94.44   111/   12
MA      428.35  Apr  325    106.10    0.8    3.1    0.8    3.1 322.35 430.95  0.25  0.01   100   100    48     0.8     3.1 322.35   128/   11
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
MA      428.35  Apr  330    101.40    0.9    3.4    0.9    3.4 327.05 431.25  0.24  0.01   100    99    47     0.9     3.4 327.05   122/   11
MA      428.35  Mar  340     90.45    0.6    3.6    0.6    3.6 338.00 430.30  0.21  0.00   100   100    48     0.6     3.5 338.00   139/   11
ABBV    161.48  Mar  125     37.40    0.6    3.8    0.6    3.8 124.18 162.25  0.23  0.00   100   100    48     0.6     3.8 124.18   171/   31
CRM     269.19  May  180     91.20    1.0    3.1    1.0    3.1 178.09 271.05  0.34  0.01   100   100    48     1.0     3.1 178.09   112/    9
CRM     269.19  Jun  175     97.60    1.9    4.4    1.9    4.4 171.69 272.45  0.36  0.01   100    99    47     1.9     4.4 171.69   115/    9
V       265.24  Jun  185     82.95    1.4    3.3    1.4    3.3 182.39 267.80  0.31  0.01   100    99    47     1.4     3.2 182.39   140/   26
ABBV    161.48  Mar+ 130     32.15    0.4    3.3    0.4    3.3 129.43 162.00  0.20  0.00   100   100    48     0.4     3.2 129.43   161/   31
CRM     269.19  Apr  190     80.85    0.8    3.1    0.8    3.1 188.44 270.70  0.30  0.01   100   100    48     0.8     3.1 188.44   107/    9
CRM     269.19  Mar  185     85.25    0.5    3.1    0.5    3.1 184.04 270.10  0.32  0.00   100   100    49     0.5     3.1 184.04   149/    9
MA      428.35  Apr  320    111.10    0.8    3.2    0.8    3.2 317.35 430.95  0.26  0.01   100   100    48     0.8     3.2 317.35   137/   11
SPY     474.93  Jan+ 450     25.88    0.2    6.5    0.2    6.5 449.15 475.73  0.05  0.00   100   100    47     0.2     6.5 449.15   128/    3
SPY     474.93  Jan+ 450     25.71    0.1    5.7    0.1    5.7 449.32 475.56  0.05  0.00   100   100    47     0.1     5.7 449.32   135/    3
SPY     474.93  Jan+ 450     25.47    0.1    4.0    0.1    4.0 449.56 475.32  0.05  0.00   100   100    48     0.1     4.0 449.56   130/    3
SPY     474.93  Jan+ 452     23.49    0.1    4.1    0.1    4.1 451.54 475.34  0.05  0.00   100   100    48     0.1     4.1 451.54   116/    3
SPY     474.93  Jan+ 451     24.90    0.2    6.6    0.2    6.6 450.13 475.75  0.05  0.00   100   100    47     0.2     6.6 450.13   122/    3
SPY     474.93  Jan+ 451     24.48    0.1    4.1    0.1    4.1 450.55 475.33  0.05  0.00   100   100    48     0.1     4.0 450.55   123/    3
SPY     474.93  Jan+ 449     26.87    0.2    6.4    0.2    6.4 448.16 475.72  0.06  0.00   100   100    47     0.2     6.4 448.16   135/    3
HLT     182.39  Jan'26 75   112.00    6.3    3.2    6.3    3.2  70.49 186.85  0.61  0.02   100    99    47     6.3     3.1  70.49   116/    7
DIS      93.05  Jul  50      44.00    1.6    3.2    1.6    3.2  49.15  93.85  0.47  0.01   100   100    48     1.6     3.2  49.15   133/   42
QCOM    141.12  Feb  110     31.60    0.3    3.5    0.3    3.5 109.62 141.45  0.22  0.00   100   100    49     0.3     3.5 109.62   115/   14
SPY     474.93  Jan+ 449     26.46    0.1    3.9    0.1    3.9 448.57 475.31  0.06  0.00   100   100    48     0.1     3.9 448.57   136/    3
BA      200.52  Jun  110     92.40    1.6    3.7    1.6    3.7 108.22 202.25  0.46  0.01   100    99    49     1.6     3.7 108.22   130/   29
AMAT    153.76  Apr  95      59.65    0.8    3.1    0.8    3.1  94.21 154.50  0.39  0.00   100   100    49     0.8     3.0  94.21    88/   13
META    367.46  Jan+ 305     62.95    0.1    4.1    0.1    4.1 304.61 367.80  0.17  0.00   100   100    49     0.1     4.1 304.61   108/   31
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
FDX     245.04  Jun  165     82.55    1.5    3.4    1.5    3.4 162.59 247.40  0.34  0.01   100   100    47     1.4     3.4 162.59   105/    0
META    367.46  Feb+ 300     68.95    0.4    9.6    0.4    9.6 298.61 368.80  0.19  0.00   100   100    48     0.4     9.5 298.61   111/   31
ARGX    378.13  Aug  170    211.50    1.9    3.3    1.9    3.3 166.73 381.35  0.56  0.01   100   100    49     1.9     3.3 166.73    70/   22
META    367.46  Jan+ 315     53.00    0.1    4.5    0.1    4.5 314.56 367.85  0.14  0.00   100   100    49     0.1     4.4 314.56    86/   31
META    367.46  Jan+ 310     57.95    0.1    4.0    0.1    4.0 309.61 367.80  0.16  0.00   100   100    49     0.1     4.0 309.61    93/   31
META    367.46  Jan+ 300     67.90    0.1    3.5    0.1    3.5 299.66 367.75  0.18  0.00   100   100    49     0.1     3.5 299.66   120/   31
IYR      89.54  Mar  70      20.05    0.5    3.2    0.5    3.2  69.59  89.90  0.22  0.00   100   100    48     0.5     3.2  69.59   139/   50
META    367.46  Feb+ 290     78.65    0.4    7.7    0.4    7.7 288.91 368.50  0.21  0.00   100   100    49     0.4     7.7 288.91   129/   31
META    367.46  Feb+ 285     83.95    0.5    7.2    0.5    7.2 283.61 368.80  0.23  0.00   100   100    48     0.5     7.1 283.61   112/   31
META    367.46  Feb+ 295     73.80    0.4    8.7    0.4    8.7 293.76 368.65  0.20  0.00   100   100    48     0.4     8.7 293.76   116/   31
META    367.46  Jan+ 295     72.90    0.1    3.6    0.1    3.6 294.66 367.75  0.20  0.00   100   100    49     0.1     3.6 294.66   135/   31
META    367.46  Feb+ 290     79.05    0.5    7.6    0.5    7.6 288.51 368.90  0.21  0.00   100   100    48     0.5     7.5 288.51   101/   31
ARGX    378.13  Aug  175    206.70    2.0    3.4    2.0    3.4 171.53 381.55  0.55  0.01   100    99    49     2.0     3.4 171.53    66/   22
CRM     269.19  Jun  160    111.55    1.4    3.3    1.4    3.3 157.74 271.40  0.41  0.01   100   100    48     1.4     3.3 157.74   135/    9
CRM     269.19  Jun  155    116.35    1.3    3.1    1.3    3.1 152.94 271.20  0.43  0.01   100   100    48     1.3     3.1 152.94   144/    9
WMT     161.83  Mar  125     37.75    0.6    3.8    0.6    3.8 124.18 162.60  0.23  0.00   100   100    47     0.6     3.8 124.18   231/    4
V       265.24  Jun  180     87.75    1.3    3.1    1.3    3.1 177.59 267.60  0.33  0.01   100   100    48     1.3     3.1 177.59   149/   26
CRM     269.19  Jun  170    102.05    1.6    3.8    1.6    3.8 167.24 271.90  0.38  0.01   100   100    48     1.6     3.7 167.24   120/    9
CRM     269.19  Jun  165    106.80    1.5    3.5    1.5    3.5 162.49 271.65  0.40  0.01   100   100    48     1.5     3.5 162.49   126/    9
WMT     161.83  Mar+ 130     32.55    0.4    3.6    0.4    3.6 129.38 162.40  0.20  0.00   100   100    48     0.4     3.6 129.38   203/    4
WMT     161.83  Mar+ 140     22.80    0.6    4.8    0.6    4.8 139.13 162.65  0.14  0.01   100    99    46     0.6     4.7 139.13   123/    4
WMT     161.83  Feb+ 145     17.35    0.3    3.9    0.3    3.9 144.58 162.20  0.11  0.00   100   100    48     0.3     3.8 144.58   107/    4
ARGX    378.13  Jun  195    186.00    1.4    3.3    1.4    3.3 192.23 380.85  0.49  0.01   100    99    49     1.4     3.2 192.23    66/   22
WMT     161.83  Mar  130     32.70    0.6    3.4    0.6    3.4 129.23 162.55  0.20  0.00   100   100    47     0.6     3.4 129.23   193/    4
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
WMT     161.83  Mar+ 135     27.70    0.5    4.4    0.5    4.4 134.23 162.55  0.17  0.00   100   100    47     0.5     4.3 134.23   193/    4
WMT     161.83  Feb+ 140     22.65    0.5    4.6    0.5    4.6 139.28 162.50  0.14  0.00   100   100    47     0.5     4.6 139.28   160/    4
VOO     436.50  Jun  335    107.00    1.6    3.8    1.6    3.8 329.60 441.85  0.24  0.01   100    99    45     1.6     3.7 329.60   163/   22
AXON    249.47  Jan'25 105  148.00    3.3    3.3    3.3    3.3 101.57 252.85  0.59  0.01   100   100    48     3.3     3.3 101.57   111/   20
GLD     187.91  Feb  170     18.70    0.4    4.5    0.4    4.5 169.31 188.55  0.10  0.00   100    99    47     0.4     4.4 169.31    88/   22
NVDA    563.82  Jan+ 480     84.50    0.1    4.0    0.1    4.0 479.42 564.35  0.15  0.00   100    99    49     0.1     3.8 479.42    64/    9
GLD     187.91  Feb+ 171     17.50    0.3    3.9    0.3    3.9 170.51 188.35  0.09  0.00   100   100    47     0.3     3.9 170.51    88/   22
GLD     187.91  Feb+ 171     17.30    0.1    3.0    0.1    3.0 170.71 188.15  0.09  0.00   100   100    48     0.1     3.0 170.71   107/   22
NVDA    563.82  Jan+ 477.5   87.00    0.1    4.1    0.1    4.1 476.92 564.35  0.15  0.00   100   100    49     0.1     3.9 476.92    72/    9
PEP     166.17  Feb  145     21.80    0.3    3.9    0.3    3.9 144.47 166.65  0.13  0.00   100   100    48     0.3     3.9 144.47   116/   44
VRSN    202.44  Nov  115     90.50    2.6    3.1    2.6    3.1 112.04 205.35  0.45  0.01   100   100    47     2.6     3.1 112.04   137/    8
AXON    249.47  Jan'25 115  138.50    3.5    3.5    3.5    3.5 111.07 253.35  0.55  0.02   100    99    48     3.4     3.4 111.07    99/   20
AXON    249.47  Dec  115    138.00    3.0    3.3    3.0    3.3 111.57 252.85  0.55  0.01   100   100    48     3.0     3.2 111.57   102/   20
GLD     187.91  Feb+ 170     18.50    0.3    3.9    0.3    3.9 169.51 188.35  0.10  0.00   100   100    47     0.3     3.9 169.51    97/   22
GLD     187.91  Feb+ 170     18.30    0.1    3.0    0.1    3.0 169.71 188.15  0.10  0.00   100   100    48     0.1     3.0 169.71   118/   22
AXON    249.47  Jan'25 110  143.00    3.2    3.2    3.2    3.2 106.57 252.85  0.57  0.01   100   100    48     3.1     3.1 106.57   104/   20
VOO     436.50  Jul  310    131.40    1.6    3.1    1.6    3.1 305.20 441.25  0.30  0.01   100   100    46     1.6     3.1 305.20   185/   22
VOO     436.50  Jun  325    116.50    1.5    3.5    1.5    3.5 320.10 441.35  0.27  0.01   100   100    46     1.5     3.5 320.10   182/   22
VOO     436.50  Jun  300    140.60    1.3    3.1    1.3    3.1 296.00 440.45  0.32  0.01   100   100    47     1.3     3.1 296.00   228/   22
VOO     436.50  Jun  315    126.00    1.4    3.3    1.4    3.3 310.60 440.85  0.29  0.01   100   100    46     1.4     3.3 310.60   198/   22
VOO     436.50  Jun  320    121.30    1.5    3.4    1.5    3.4 315.30 441.15  0.28  0.01   100   100    46     1.5     3.4 315.30   189/   22
VOO     436.50  Jul  315    126.50    1.6    3.1    1.6    3.1 310.10 441.35  0.29  0.01   100   100    46     1.6     3.1 310.10   176/   22
VOO     436.50  Jul  320    121.90    1.7    3.3    1.7    3.3 314.70 441.75  0.28  0.01   100   100    46     1.7     3.3 314.70   170/   22
GLD     187.91  Feb+ 172     16.50    0.3    3.9    0.3    3.9 171.51 188.35  0.09  0.00   100    99    47     0.3     3.8 171.51    82/   22
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
VOO     436.50  Jun  330    111.80    1.6    3.7    1.6    3.7 324.80 441.65  0.26  0.01   100   100    46     1.6     3.7 324.80   171/   22
VOO     436.50  Jul  330    112.40    1.8    3.5    1.8    3.5 324.20 442.25  0.26  0.01   100    99    45     1.8     3.5 324.20   156/   22
TSM     101.67  Mar  65      37.20    0.6    3.6    0.6    3.6  64.57 102.05  0.36  0.00   100   100    49     0.6     3.6  64.57   116/   50
VOO     436.50  Jan'25 295  150.50    3.1    3.1    3.1    3.1 286.10 445.35  0.34  0.02   100    99    45     3.1     3.0 286.10   162/   22
VOO     436.50  Jul  325    117.00    1.7    3.3    1.7    3.3 319.60 441.85  0.27  0.01   100   100    46     1.7     3.3 319.60   162/   22
TSM     101.67  Mar  70      32.35    0.8    4.7    0.8    4.7  69.42 102.20  0.32  0.01   100   100    48     0.8     4.7  69.42    92/   50
ARGX    378.13  Aug  180    202.00    2.1    3.6    2.1    3.6 176.23 381.85  0.53  0.01    99    99    49     2.1     3.5 176.23    64/   22
ARGX    378.13  Aug  185    197.20    2.2    3.7    2.2    3.7 181.03 382.05  0.52  0.01    99    99    49     2.1     3.6 181.03    59/   22
ARGX    378.13  Aug  190    192.50    2.3    3.9    2.3    3.9 185.73 382.35  0.51  0.01    99    99    49     2.2     3.8 185.73    57/   22
GLD     187.91  Feb+ 175     13.35    0.2    3.6    0.2    3.6 174.66 188.20  0.07  0.00    99    99    48     0.2     3.4 174.66    71/   22
ARGX    378.13  Dec  170    215.00    4.1    4.4    4.1    4.4 163.23 384.85  0.57  0.02    99    98    48     3.9     4.2 163.23    54/   22
GLD     187.91  Feb+ 171     17.85    0.5    4.5    0.5    4.5 170.16 188.70  0.09  0.00    99    98    46     0.4     4.3 170.16    70/   22
ARGX    378.13  Aug  195    187.70    2.3    4.0    2.3    4.0 190.53 382.55  0.50  0.01    99    99    48     2.2     3.8 190.53    52/   22
CDNS    277.56  Jan'25 140  143.00    3.9    3.9    3.9    3.9 134.66 282.85  0.51  0.02    99    98    48     3.8     3.8 134.66   108/   34
FSLR    149.10  Jun  75      75.50    1.7    3.9    1.7    3.9  73.70 150.35  0.51  0.01    99    99    49     1.6     3.7  73.70    66/   30
ARGX    378.13  Aug  200    183.00    2.4    4.1    2.4    4.1 195.23 382.85  0.48  0.01    99    98    48     2.3     3.9 195.23    50/   22
ABT     113.76  Mar  90      24.40    0.5    3.4    0.5    3.4  89.46 114.25  0.21  0.00    99    99    48     0.5     3.3  89.46   145/   47
ARGX    378.13  Jun  200    181.00    1.4    3.2    1.4    3.2 197.23 380.85  0.48  0.01    99    99    49     1.3     3.1 197.23    60/   22
EFA      73.81  Mar  65       9.35    0.6    3.7    0.6    3.7  64.56  74.20  0.13  0.01    99    98    47     0.6     3.5  64.56   205/   32
VGT     482.39  May  355    131.50    1.1    3.4    1.1    3.4 350.99 486.35  0.27  0.01    99    99    47     1.1     3.3 350.99   113/   13
GLD     187.91  Feb  171     17.70    0.4    4.4    0.4    4.4 170.31 188.55  0.09  0.00    99    99    47     0.4     4.3 170.31    81/   22
FDX     245.04  Apr  200     46.85    0.8    3.3    0.8    3.3 198.29 246.70  0.19  0.01    99    99    47     0.8     3.1 198.29    53/    0
FDX     245.04  Jun  190     57.85    1.4    3.3    1.4    3.3 187.29 247.70  0.24  0.01    99    98    46     1.4     3.2 187.29    60/    0
BSX      60.25  Jun'25 32.5  30.00    6.9    4.8    6.9    4.8  30.35  62.35  0.50  0.03    99    98    45     6.8     4.7  30.35   124/   19
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
VTI     236.01  Jan'25 170   71.50    3.2    3.2    3.2    3.2 164.61 241.35  0.30  0.02    99    98    45     3.1     3.1 164.61   123/   32
META    367.46  Feb+ 300     69.40    0.6    9.1    0.6    9.1 298.16 369.25  0.19  0.00    99    99    48     0.6     8.7 298.16    87/   31
META    367.46  Feb+ 305     64.15    0.5   10.9    0.5   10.9 303.41 369.00  0.17  0.00    99    99    48     0.5    10.6 303.41   101/   31
META    367.46  Feb+ 310     59.20    0.5   11.1    0.5   11.1 308.36 369.05  0.16  0.00    99    99    48     0.5    10.5 308.36    92/   31
BSX      60.25  Jun  42.5    18.80    2.2    5.0    2.2    5.0  41.55  61.15  0.31  0.01    99    99    46     2.1     4.9  41.55   160/   19
META    367.46  Jan+ 322.5   45.55    0.1    5.0    0.1    5.0 322.01 367.90  0.12  0.00    99    99    49     0.1     4.3 322.01    65/   31
LIN     406.65  Jun  320     91.10    1.4    3.2    1.4    3.2 315.65 410.95  0.22  0.01    99    98    46     1.3     3.0 315.65    88/    2
VGT     482.39  May  360    126.50    1.1    3.3    1.1    3.3 355.99 486.35  0.26  0.01    99    99    47     1.1     3.2 355.99   105/   13
BSX      60.25  May  42.5    18.50    1.4    4.3    1.4    4.3  41.85  60.85  0.31  0.01    99    99    47     1.4     4.2  41.85   120/   19
ARGX    378.13  Jun  210    171.50    1.6    3.6    1.6    3.6 206.73 381.35  0.45  0.01    99    99    49     1.5     3.5 206.73    54/   22
SPY     474.93  Jan+ 456     19.53    0.1    4.5    0.1    4.5 455.50 475.38  0.04  0.00    99    99    48     0.1     4.3 455.50    91/    3
AMR     358.71  May  185    176.00    1.2    3.5    1.2    3.5 182.81 360.85  0.49  0.01    99    99    49     1.1     3.2 182.81    56/   24
LIN     406.65  Jul  315     97.00    1.7    3.3    1.7    3.3 309.75 411.85  0.24  0.01    99    98    46     1.6     3.2 309.75    88/    2
WMT     161.83  Feb  145     17.50    0.4    4.2    0.4    4.2 144.43 162.35  0.11  0.00    99    99    47     0.3     4.1 144.43   102/    4
SPY     474.93  Jan+ 457     18.55    0.1    4.7    0.1    4.7 456.48 475.40  0.04  0.00    99    99    48     0.1     4.4 456.48    84/    3
SPY     474.93  Jan+ 456     20.00    0.2    7.4    0.2    7.4 455.03 475.85  0.04  0.00    99    98    46     0.2     7.0 455.03    93/    3
TTWO    161.88  Jan'25 75    89.75    3.8    3.7    3.8    3.7  72.23 164.60  0.55  0.02    99    99    48     3.7     3.7  72.23   140/   18
AXON    249.47  Dec  130    124.50    3.9    4.2    3.9    4.2 125.07 254.35  0.50  0.02    99    99    47     3.8     4.1 125.07    89/   20
AAPL    183.63  May  135     51.00    1.7    5.0    1.7    5.0 132.73 185.85  0.28  0.01    99    99    46     1.6     4.9 132.73   121/   14
AAPL    183.63  Jun  135     51.85    2.3    5.4    2.3    5.4 131.88 186.70  0.28  0.02    99    98    46     2.2     5.2 131.88   112/   14
WMT     161.83  Mar  140     23.30    1.0    5.9    1.0    5.9 138.63 163.15  0.14  0.01    99    99    45     0.9     5.8 138.63   109/    4
TSM     101.67  Mar  75      27.25    0.6    3.6    0.6    3.6  74.52 102.10  0.27  0.00    99    99    49     0.5     3.3  74.52    68/   50
AAPL    183.63  Jun  130     56.55    2.2    5.1    2.2    5.1 127.18 186.40  0.31  0.02    99    99    46     2.1     5.0 127.18   124/   14
WMT     161.83  Feb+ 145     17.80    0.6    5.5    0.6    5.5 144.13 162.65  0.11  0.01    99    98    46     0.5     5.2 144.13    92/    4
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
CRWD    286.29  May  180    108.60    1.2    3.6    1.2    3.6 177.79 288.45  0.38  0.01    99    99    49     1.1     3.4 177.79    78/    4
CDNS    277.56  Jan'25 130  152.00    3.4    3.4    3.4    3.4 125.66 281.85  0.55  0.02    99    99    48     3.3     3.3 125.66   117/   34
ABBV    161.48  Feb+ 142     20.05    0.3    4.5    0.3    4.5 141.53 161.90  0.12  0.00    99    99    48     0.3     4.2 141.53   129/   31
GLD     187.91  Feb  172     16.70    0.4    4.4    0.4    4.4 171.31 188.55  0.09  0.00    99    99    47     0.4     4.2 171.31    72/   22
ABBV    161.48  Feb+ 143     18.85    0.2    3.3    0.2    3.3 142.73 161.70  0.12  0.00    99    99    49     0.1     3.2 142.73   151/   31
CDNS    277.56  Jan'25 135  147.50    3.7    3.7    3.7    3.7 130.16 282.35  0.53  0.02    99    99    48     3.6     3.6 130.16   113/   34
CDNS    277.56  Jan'25 125  156.50    3.1    3.1    3.1    3.1 121.16 281.35  0.56  0.01    99    99    48     3.1     3.1 121.16   121/   34
JPM     167.99  Jun  130     39.95    1.4    3.3    1.4    3.3 128.14 169.80  0.24  0.01    99    98    47     1.4     3.1 128.14    69/    0
CRWD    286.29  Apr  185    103.35    1.0    4.1    1.0    4.1 183.04 288.20  0.36  0.01    99    99    49     1.0     3.9 183.04    84/    4
BABA     69.46  Mar  50      19.95    0.7    4.2    0.7    4.2  49.61  69.80  0.29  0.00    99    98    49     0.6     3.8  49.61    67/    4
ASML    706.50  Jan+ 620     87.40    0.1    4.4    0.1    4.4 619.20 707.25  0.12  0.00    99    99    49     0.1     4.1 619.20    91/   28
PATH     22.09  Jan'25 7.5   15.00    3.6    3.6    3.6    3.6   7.19  22.35  0.67  0.01    99    99    49     3.5     3.5   7.19   160/    2
VGT     482.39  Aug  340    150.00    2.2    3.8    2.2    3.8 332.49 489.85  0.31  0.02    99    98    46     2.1     3.7 332.49   102/   13
AXON    249.47  Jan'26 105  154.00    9.8    4.9    9.8    4.9  95.57 258.85  0.62  0.04    99    98    47     9.5     4.7  95.57    90/   20
AXON    249.47  Dec  135    120.00    4.2    4.5    4.2    4.5 129.57 254.85  0.48  0.02    99    98    47     4.0     4.3 129.57    84/   20
WDAY    280.89  Jun  175    108.70    1.5    3.6    1.5    3.6 172.29 283.55  0.39  0.01    99    99    48     1.5     3.5 172.29   100/    4
