COVERED CALL WRITES: CASH

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUC:    Raw Return, if unchanged, cash
  ARIUC:   Annualized Return, if unchanged, cash
  RIEC:    Raw Return, if exercised, cash
  ARIEC:   Annualized Return, if exercised, cash
  DBEC:    Downside breakeven point, cash
  UBEC:    UPSIDE breakeven point, cash
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, cash
  AERTNC:  Annualized EXPECTED Return, cash
  Invt:    Investment for cash covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
ALGN    267.46  Feb+ 275     13.40    5.2  112.4    8.2  175.6 254.16 288.25  0.05  0.08    67    40    26     2.6    55.1 254.16    60/   65
MSOX      5.40  Feb  6        0.95   18.7  220.0   30.8  362.3   4.55   6.80  0.16  0.26    61    43    36     4.7    55.1   4.55     7/   91
PCT       2.92  May  4        0.70   25.9   77.4   70.3  210.2   2.32   4.55  0.21  0.56    60    37    32    18.4    54.9   2.32    -0/  100
CYTK     81.19  Feb+ 86       5.30    6.8  146.9   13.1  281.4  75.99  91.15  0.06  0.12    62    39    29     2.5    54.6  75.99   -11/   81
ALGN    267.46  Feb+ 270     15.60    6.2  132.1    7.1  153.3 251.96 285.45  0.06  0.07    70    47    28     2.5    54.6 251.96    62/   65
EDU      76.05  Jan+ 76       4.10    5.4  197.6    5.4  197.6  72.05  79.95  0.05  0.05    69    50    33     1.5    54.1  72.05    49/   30
UVIX     13.22  May  14       3.85   39.6  118.5   47.3  141.5   9.47  17.70  0.28  0.34    68    47    34    18.0    54.0   9.47    32/   13
MARA     17.78  Feb+ 20       1.49    8.5  129.0   21.7  330.3  16.39  21.34  0.08  0.20    60    36    29     3.5    53.8  16.39   -12/   55
ALGN    267.46  Feb+ 282.5   10.40    4.0   86.0    9.8  211.1 257.16 292.75  0.04  0.09    63    32    21     2.5    53.7 257.16    60/   65
NKTX      8.69  Feb  10       1.00   11.6  136.0   27.7  326.5   7.79  10.85  0.10  0.25    60    38    31     4.6    53.7   7.79     2/   93
ALGN    267.46  Feb+ 267.5   16.70    6.6  142.1    6.6  142.0 250.86 284.05  0.06  0.06    71    50    30     2.5    53.5 250.86    61/   65
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
CLSK      7.65  Jun  11       1.65   25.4   59.1   79.5  184.8   6.10  12.50  0.20  0.63    60    34    29    23.0    53.5   6.10    -7/   84
MARA     17.78  Jan+ 18.5     1.26    7.0  254.8   11.0  401.9  16.62  19.61  0.07  0.10    62    43    32     1.5    53.5  16.62    -8/   55
WULF      1.51  Jan'25 2      0.80   87.0   86.5  142.2  141.5   0.81   2.65  0.47  0.76    62    44    39    53.6    53.3   0.81    11/   96
CYTK     81.19  Jan+ 79       6.80    6.0  218.5    6.0  218.5  74.49  85.65  0.08  0.05    70    57    37     1.5    53.1  74.49    -4/   81
ALGN    267.46  Feb+ 265     18.00    6.2  132.4    6.2  132.4 249.56 282.85  0.07  0.06    73    53    31     2.5    53.0 249.56    62/   65
UVIX     13.22  Feb+ 14.5     1.73   14.1  135.1   24.7  237.0  11.59  16.08  0.12  0.22    63    41    32     5.5    52.9  11.59    23/   13
UVIX     13.22  Apr  14       3.30   31.9  124.0   39.2  152.3  10.02  17.15  0.24  0.30    67    46    34    13.6    52.8  10.02    30/   13
ALGN    267.46  Feb+ 290      8.10    3.1   66.2   11.8  252.3 259.46 297.95  0.03  0.11    61    24    17     2.5    52.8 259.46    60/   65
INSM     28.38  Jul  30       7.90   37.9   74.8   45.5   89.8  20.58  37.75  0.27  0.33    81    44    22    26.7    52.7  20.58    70/   96
OMEX      4.69  Jun  7        0.95   22.1   51.5   81.0  188.3   3.84   7.80  0.18  0.66    60    31    27    22.7    52.7   3.84    -1/   78
AFRM     40.98  Feb+ 43       3.30    8.5  128.8   13.7  208.1  37.78  46.15  0.08  0.13    65    41    29     3.5    52.6  37.78    22/    8
UVIX     13.22  Mar+ 14.5     1.93   16.1  130.3   26.9  217.9  11.39  16.28  0.14  0.23    63    42    32     6.5    52.5  11.39    23/   13
AMLX     15.52  Aug  11       8.00   43.7   74.9   43.7   74.9   7.62  18.85  0.51  0.21    85    69    39    30.6    52.5   7.62    37/   79
MACK     13.14  Feb  11       3.40   11.3  132.8   11.3  132.8   9.84  14.25  0.25  0.08    77    68    42     4.5    52.5   9.84    74/   85
CVNA     42.29  Mar+ 51       2.96    7.3   58.8   29.2  237.0  39.43  53.81  0.07  0.27    60    26    20     6.4    52.3  39.43    12/   20
INSM     28.38  Jul  25      10.10   35.7   70.5   35.7   70.5  18.38  34.95  0.35  0.23    88    64    28    26.5    52.2  18.38    76/   96
DWAC     22.35  Feb  25       2.10    9.8  115.7   22.6  266.1  20.35  26.95  0.09  0.21    61    37    29     4.4    52.0  20.35    59/   51
BOIL     31.15  Feb+ 34       2.57    8.6  131.0   18.4  279.5  28.68  36.42  0.08  0.17    61    38    30     3.4    52.0  28.68    -4/   40
AMLX     15.52  Jun  8        9.30   25.8   60.0   25.8   60.0   6.32  17.15  0.59  0.11    93    87    43    22.3    51.7   6.32    56/   79
CLSK      7.65  Mar  9        1.20   16.8  103.9   36.6  226.7   6.55  10.05  0.14  0.31    61    38    31     8.3    51.6   6.55    -3/   84
CVNA     42.29  Mar+ 49       3.50    8.7   70.9   25.9  209.8  38.89  52.35  0.08  0.24    62    30    23     6.4    51.6  38.89    14/   20
IRBT     30.21  Feb  28       6.30   16.4  193.2   16.4  193.2  24.01  34.15  0.21  0.13    69    57    39     4.4    51.5  24.01    95/  100
AFRM     40.98  Feb+ 45.5     2.33    5.8   87.5   17.3  263.0  38.75  47.68  0.05  0.16    60    31    24     3.4    51.4  38.75    20/    8
SMCI    326.31  Feb+ 347.5   15.00    4.8  102.7   11.6  248.5 311.41 362.35  0.05  0.11    62    34    25     2.4    51.4 311.41    32/   68
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
BOIL     31.15  Jan+ 33       1.60    5.1  184.7   11.1  406.2  29.65  34.45  0.05  0.11    60    38    30     1.4    51.4  29.65    -5/   40
ALGN    267.46  Feb+ 262.5   19.20    5.7  121.8    5.7  121.8 248.36 281.55  0.07  0.05    74    57    33     2.4    51.3 248.36    61/   65
CYTK     81.19  Feb+ 81       7.50    9.7  208.3    9.7  208.3  73.79  88.35  0.09  0.09    67    50    34     2.4    51.1  73.79    -7/   81
CLSK      7.65  Jan'26 15     3.50   80.0   39.9  251.8  125.7   4.25  18.35  0.44  1.40    62    37    33   102.0    51.0   4.25   -13/   84
CLSK      7.65  Jan'25 12.5   2.60   48.5   48.3  141.7  141.0   5.15  14.95  0.33  0.95    61    36    31    51.2    50.9   5.15   -11/   84
AFRM     40.98  Feb+ 45       2.48    6.2   93.8   16.5  250.2  38.60  47.33  0.06  0.15    61    33    25     3.3    50.8  38.60    20/    8
TEAM    240.56  Feb+ 247.5   10.60    4.6   98.0    7.6  162.3 230.06 257.95  0.04  0.07    67    39    24     2.4    50.6 230.06    49/   23
BOIL     31.15  Feb  35       2.71    9.1  107.7   22.5  264.4  28.54  37.56  0.08  0.21    60    36    29     4.3    50.5  28.54    -5/   40
AMLX     15.52  Aug  10       8.50   39.7   68.1   39.7   68.1   7.12  18.35  0.54  0.18    87    74    41    29.5    50.5   7.12    42/   79
CLSK      7.65  Jun  10       1.90   30.8   71.5   70.1  162.9   5.85  11.75  0.24  0.54    62    38    32    21.7    50.4   5.85    -6/   84
UPST     30.45  Feb  32.5     3.05   10.7  126.3   18.0  211.9  27.50  35.40  0.10  0.16    64    41    30     4.3    50.4  27.50    14/   34
MARA     17.78  Feb  20       1.77   10.4  122.1   23.8  280.7  16.11  21.62  0.09  0.22    60    38    30     4.3    50.4  16.11   -14/   55
CLSK      7.65  Jan'26 17.5   3.00   61.1   30.5  267.4  133.5   4.75  20.35  0.38  1.66    60    34    31   100.8    50.3   4.75   -12/   84
VKTX     21.26  May  28       3.70   20.4   61.0   58.3  174.3  17.66  31.55  0.17  0.48    61    34    27    16.8    50.3  17.66    29/   79
TEAM    240.56  Feb+ 242.5   12.80    5.6  119.7    6.4  137.5 227.86 255.15  0.05  0.06    70    47    28     2.3    50.2 227.86    50/   23
TEAM    240.56  Feb+ 250      9.60    4.1   88.3    8.2  175.5 231.06 259.45  0.04  0.08    66    35    23     2.3    50.2 231.06    48/   23
SMCI    326.31  Feb+ 350     13.90    4.4   94.8   12.0  257.2 312.51 363.75  0.04  0.11    61    33    24     2.3    50.2 312.51    32/   68
SMCI    326.31  Feb+ 337.5   18.80    6.1  130.5    9.7  208.3 307.61 356.15  0.06  0.09    65    41    29     2.3    50.1 307.61    33/   68
TEAM    240.56  Feb+ 252.5    8.70    3.7   79.6    8.8  189.7 231.96 261.05  0.04  0.09    64    32    21     2.3    50.1 231.96    50/   23
RLMD      3.27  Jan'25 5.5    1.10   44.1   43.8  140.1  139.3   2.27   6.45  0.31  0.97    63    32    27    50.3    50.1   2.27    45/   36
CVNA     42.29  Mar+ 47       4.10   10.4   84.7   22.6  183.4  38.29  50.95  0.09  0.20    64    36    26     6.2    50.0  38.29    15/   20
TEAM    240.56  Feb+ 245     11.60    5.0  107.8    6.9  148.9 229.06 256.45  0.05  0.07    69    43    26     2.3    49.9 229.06    49/   23
SNAP     15.54  Feb+ 17.5     0.81    4.8   72.8   17.7  268.7  14.83  18.16  0.05  0.17    60    27    21     3.3    49.8  14.83    48/   61
TEAM    240.56  Feb+ 240     14.00    5.9  125.9    5.9  125.9 226.66 253.85  0.06  0.06    72    51    30     2.3    49.7 226.66    51/   23
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
KOLD     84.13  Jan+ 89       3.90    4.7  172.7   10.7  391.7  80.33  92.75  0.05  0.10    60    38    29     1.4    49.6  80.33    -5/   30
WOLF     32.73  Feb+ 31       4.00    7.4  157.9    7.4  157.9  28.83  34.85  0.12  0.06    73    60    38     2.3    49.6  28.83    58/   98
SMCI    326.31  Feb+ 335     19.80    6.4  138.0    9.2  198.5 306.61 354.65  0.06  0.09    65    43    30     2.3    49.6 306.61    33/   68
UVIX     13.22  Mar  14       2.47   21.8  135.1   28.6  176.8  10.85  16.32  0.18  0.23    65    46    34     8.0    49.5  10.85    23/   13
KOLD     84.13  Feb+ 93       5.90    7.4  112.6   18.7  283.9  78.33  98.75  0.07  0.17    60    36    28     3.3    49.5  78.33    -4/   30
AFRM     40.98  Feb+ 41       4.15   11.0  166.8   10.9  165.5  36.93  45.00  0.10  0.10    69    50    33     3.2    49.3  36.93    22/    8
INSM     28.38  Jul  22.5    11.30   30.7   60.5   30.7   60.5  17.18  33.65  0.39  0.19    92    74    32    25.0    49.3  17.18    79/   96
TEAM    240.56  Feb+ 255      7.80    3.3   71.0    9.5  203.7 232.86 262.65  0.03  0.09    63    28    19     2.3    49.2 232.86    47/   23
KOLD     84.13  Feb+ 93.5     5.70    7.1  108.5   19.0  288.9  78.53  99.05  0.07  0.18    60    35    28     3.2    49.2  78.53    -4/   30
MSOX      5.40  May  6        1.80   45.9  137.5   60.8  181.9   3.70   7.65  0.31  0.42    62    47    39    16.4    49.1   3.70     7/   91
SMCI    326.31  Feb+ 345     15.60    5.0  107.1   11.0  235.8 310.81 360.45  0.05  0.10    62    36    26     2.3    49.0 310.81    32/   68
UPST     30.45  Feb+ 35       2.52    8.6   82.9   24.7  237.1  28.03  37.37  0.08  0.23    60    33    26     5.1    49.0  28.03    14/   34
BOIL     31.15  Feb+ 33       2.94   10.0  152.6   16.4  249.3  28.31  35.79  0.09  0.15    63    42    32     3.2    49.0  28.31    -4/   40
SAVE      7.92  Jan+ 8        0.79    9.5  348.3   10.0  363.5   7.23   8.64  0.09  0.09    65    48    35     1.3    48.9   7.23   -21/   98
CYTK     81.19  Feb+ 78       9.10    8.0  171.3    8.0  171.3  72.19  86.95  0.11  0.07    71    58    37     2.3    48.8  72.19    -5/   81
UVIX     13.22  Jun  14       4.25   45.8  106.4   53.8  125.1   9.07  18.10  0.31  0.37    68    47    35    21.0    48.8   9.07    33/   13
AFRM     40.98  Feb+ 42       3.65    9.5  144.2   12.1  183.7  37.43  45.50  0.09  0.11    66    45    31     3.2    48.7  37.43    29/    8
IBRX      3.77  May  5        0.75   20.8   62.3   58.7  175.5   3.12   5.60  0.17  0.49    61    33    27    16.3    48.7   3.12    39/   49
HUT       9.62  Jul  14       2.10   26.2   51.8   83.1  163.9   7.62  15.95  0.21  0.66    60    34    29    24.7    48.7   7.62   -10/   37
ALT      10.80  Mar  11       2.45   27.8  172.2   29.7  183.5   8.45  13.30  0.22  0.23    65    49    37     7.8    48.5   8.45     2/   77
KOLD     84.13  Feb+ 90       5.40    6.7  144.4   14.1  302.9  78.83  95.25  0.06  0.13    61    39    30     2.3    48.5  78.83    -4/   30
ALGN    267.46  Feb+ 277.5   11.60    4.5   96.5    8.4  180.3 255.96 288.95  0.04  0.08    65    37    25     2.3    48.5 255.96    56/   65
RLMD      3.27  Jan'25 5      1.20   50.7   50.4  128.1  127.4   2.17   6.05  0.34  0.85    64    35    29    48.7    48.5   2.17    38/   36
CVNA     42.29  Feb+ 49       2.82    6.9   66.0   23.7  227.7  39.57  51.67  0.06  0.22    60    29    22     5.0    48.4  39.57    15/   20
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
INSM     28.38  Jul  35       6.00   26.2   51.8   55.5  109.4  22.48  40.85  0.21  0.44    74    28    16    24.5    48.4  22.48    53/   96
NFLX    481.24  Jan+ 505     10.60    2.2   81.4    7.3  265.3 470.74 515.45  0.02  0.07    60    29    21     1.3    48.4 470.74    90/   61
AFRM     40.98  Feb  45       3.05    7.8   91.3   18.2  214.2  38.03  47.90  0.07  0.17    62    35    26     4.1    48.3  38.03    17/    8
TPST      4.24  Apr  5        1.15   32.9  127.6   54.9  213.3   3.19   6.00  0.25  0.41    60    44    38    12.4    48.3   3.19   -10/   95
SNAP     15.54  Feb+ 17       0.95    5.8   88.0   15.4  234.0  14.69  17.80  0.05  0.15    61    32    24     3.2    48.3  14.69    47/   61
TEAM    240.56  Feb+ 257.5    7.00    3.0   63.4   10.2  218.6 233.66 264.35  0.03  0.10    61    25    18     2.2    48.2 233.66    47/   23
KOLD     84.13  Feb+ 91       5.00    6.2  132.8   14.8  317.6  79.23  95.85  0.06  0.14    60    37    29     2.2    48.2  79.23    -5/   30
CVNA     42.29  Mar+ 45       4.80   12.5  101.4   19.6  158.8  37.59  49.65  0.11  0.17    66    41    29     5.9    48.2  37.59    15/   20
ESTA     34.72  May  47.5     5.00   16.4   49.2   59.1  176.9  29.82  52.35  0.14  0.51    60    30    24    16.1    48.1  29.82     3/   98
TEAM    240.56  Feb+ 237.5   15.20    5.3  114.2    5.3  114.2 225.46 252.55  0.06  0.05    74    55    31     2.2    48.1 225.46    51/   23
SMCI    326.31  Feb+ 327.5   23.20    7.6  163.6    8.0  171.6 303.21 350.55  0.07  0.07    68    49    32     2.2    48.1 303.21    38/   68
SNAP     15.54  Feb+ 16.5     1.13    7.1  108.0   13.4  203.3  14.51  17.48  0.07  0.12    64    38    27     3.2    48.1  14.51    48/   61
CVNA     42.29  Mar+ 48       3.65    9.2   74.3   23.8  192.8  38.74  51.50  0.08  0.22    62    33    25     5.9    48.0  38.74    12/   20
VKTX     21.26  Mar  24       3.00   15.8   97.7   30.4  188.4  18.36  26.85  0.14  0.26    63    39    30     7.8    48.0  18.36    33/   79
HUT       9.62  Jan'25 17     2.73   37.6   37.4  142.5  141.7   6.99  19.58  0.27  1.04    60    33    29    48.0    47.8   6.99   -15/   37
EDU      76.05  Jan+ 72       6.45    3.2  117.8    3.2  117.8  69.70  78.30  0.08  0.03    78    69    40     1.3    47.8  69.70    55/   30
TEAM    240.56  Feb+ 260      6.30    2.6   56.8   10.9  234.4 234.36 266.15  0.03  0.11    60    22    16     2.2    47.7 234.36    47/   23
BOIL     31.15  Feb+ 32.5     2.52    8.4  180.9   12.9  278.0  28.73  34.87  0.08  0.12    63    43    32     2.2    47.7  28.73    -5/   40
SMCI    326.31  Feb+ 332.5   20.70    6.7  144.7    8.7  187.8 305.71 353.05  0.06  0.08    66    45    31     2.2    47.7 305.71    33/   68
NFLX    481.24  Jan+ 502.5   11.30    2.4   87.0    6.9  251.7 470.04 513.65  0.02  0.07    61    31    22     1.3    47.6 470.04    90/   61
CVNA     42.29  Mar  50       4.00   10.2   62.8   30.1  186.3  38.39  53.85  0.09  0.27    62    30    23     7.7    47.6  38.39     8/   20
MARA     17.78  Feb+ 18.5     1.68    9.8  209.4   13.9  298.2  16.20  20.03  0.09  0.13    63    44    33     2.2    47.5  16.20   -10/   55
NFLX    481.24  Jan+ 500     12.10    2.6   93.3    6.5  238.9 469.24 511.95  0.02  0.06    62    33    23     1.3    47.5 469.24    89/   61
SMCI    326.31  Feb+ 330     21.90    7.2  153.7    8.4  179.4 304.51 351.75  0.07  0.08    67    47    32     2.2    47.5 304.51    33/   68
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
MARA     17.78  Jan+ 18       1.47    8.3  304.7    9.4  342.5  16.41  19.32  0.08  0.09    65    48    35     1.3    47.3  16.41    -8/   55
TEAM    240.56  Feb+ 235     16.60    4.9  104.4    4.9  104.4 224.06 251.45  0.07  0.05    76    59    33     2.2    47.3 224.06    52/   23
BMEA     14.41  Mar  15       2.85   23.6  145.9   28.2  174.6  11.66  17.70  0.19  0.23    65    47    35     7.6    47.3  11.66    21/   77
NFLX    481.24  Jan+ 492.5   14.95    3.2  116.2    5.6  203.9 466.39 507.30  0.03  0.05    64    39    27     1.3    47.2 466.39    92/   61
NFLX    481.24  Jan+ 497.5   13.00    2.8  100.5    6.2  226.9 468.34 510.35  0.03  0.06    63    35    24     1.3    47.2 468.34    91/   61
BITF      2.31  Jan'26 5      1.00   63.8   31.9  251.1  125.4   1.41   5.85  0.39  1.53    60    34    31    94.4    47.1   1.41   -18/   59
WULF      1.51  Aug  2        0.60   49.8   85.3   94.0  161.1   1.01   2.45  0.33  0.63    60    43    38    27.4    47.0   1.01    -7/   96
BOIL     31.15  Feb+ 33.5     2.08    6.8  145.7   14.7  315.0  29.17  35.43  0.06  0.14    61    38    30     2.2    47.0  29.17    -5/   40
NKTX      8.69  May  10       2.30   33.9  101.4   53.3  159.5   6.49  12.15  0.25  0.40    63    44    35    15.7    47.0   6.49    -3/   93
UVIX     13.22  Feb  14       1.66   13.4  157.5   19.6  231.2  11.66  15.51  0.12  0.17    63    44    33     4.0    46.9  11.66    21/   13
NFLX    481.24  Jan+ 495     13.90    3.0  107.8    5.9  214.8 467.44 508.75  0.03  0.06    63    37    26     1.3    46.9 467.44    91/   61
UVIX     13.22  May  13       4.10   40.5  121.0   40.5  121.0   9.22  16.95  0.30  0.28    69    51    37    15.7    46.9   9.22    30/   13
ALGN    267.46  Feb+ 260     20.20    5.1  109.3    5.1  109.3 247.36 280.05  0.08  0.05    75    60    34     2.2    46.8 247.36    70/   65
ESTA     34.72  May  45       5.60   18.8   56.3   53.8  161.1  29.22  50.45  0.16  0.45    62    33    26    15.6    46.8  29.22     3/   98
ALT      10.80  Feb+ 11.5     1.10   10.2  219.2   16.9  362.8   9.80  12.45  0.09  0.15    61    42    33     2.2    46.8   9.80    21/   77
ALGN    267.46  Feb+ 272.5   13.50    5.3  113.2    7.2  155.4 254.06 285.85  0.05  0.07    67    43    28     2.2    46.7 254.06    56/   65
ALGN    267.46  Feb+ 255     23.40    4.4   94.9    4.4   94.9 244.16 278.25  0.09  0.04    79    66    36     2.2    46.7 244.16    63/   65
UPST     30.45  Feb+ 34       2.82    9.8   94.2   22.4  215.5  27.73  36.67  0.09  0.20    61    37    28     4.9    46.7  27.73    18/   34
CLSK      7.65  Mar+ 9        0.95   12.5  101.4   31.6  256.5   6.80   9.80  0.11  0.28    60    37    30     5.7    46.6   6.80    -1/   84
CVNA     42.29  Feb+ 47       3.40    8.5   81.3   20.4  196.1  38.99  50.25  0.08  0.19    62    34    26     4.9    46.6  38.99    15/   20
MARA     17.78  Feb+ 19       1.82   10.7  162.9   18.0  273.7  16.06  20.67  0.10  0.16    62    42    32     3.1    46.5  16.06   -11/   55
VKTX     21.26  May  29       3.20   17.1   51.1   59.4  177.8  18.16  32.05  0.15  0.51    60    32    26    15.6    46.5  18.16    26/   79
INSM     28.38  Aug  30       8.10   39.3   67.3   47.0   80.5  20.38  37.95  0.28  0.34    80    44    23    27.1    46.4  20.38    52/   96
NFLX    481.24  Jan+ 487.5   17.00    3.6  132.8    5.0  181.7 464.34 504.35  0.04  0.05    66    44    29     1.3    46.3 464.34    90/   61
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
BOIL     31.15  Feb  34       3.00   10.3  120.9   20.2  237.6  28.25  36.85  0.09  0.18    62    40    31     3.9    46.3  28.25    -6/   40
NFLX    481.24  Jan+ 490     15.90    3.4  123.9    5.3  192.2 465.44 505.75  0.03  0.05    65    42    28     1.3    46.2 465.44    90/   61
UPST     30.45  Feb+ 33       3.20   11.3  108.9   20.5  196.7  27.35  36.05  0.10  0.18    63    40    30     4.8    46.2  27.35    14/   34
VKTX     21.26  May  24       4.90   29.2   87.2   45.5  136.1  16.46  28.75  0.23  0.35    65    43    32    15.4    46.1  16.46    37/   79
KOLD     84.13  Feb+ 92       6.10    7.7  116.8   17.7  269.0  78.13  97.95  0.07  0.16    60    37    29     3.0    46.1  78.13    -5/   30
ALT      10.80  Jan'25 17     3.60   48.0   47.7  132.4  131.6   7.30  20.45  0.32  0.89    60    38    34    46.2    46.0   7.30   -21/   77
CVNA     42.29  Mar+ 43       5.60   14.9  121.3   16.7  135.8  36.79  48.45  0.13  0.15    69    48    32     5.7    46.0  36.79    14/   20
SMCI    326.31  Feb+ 325     24.20    7.5  161.6    7.5  161.6 302.21 349.05  0.07  0.07    69    51    33     2.1    45.9 302.21    33/   68
BOIL     31.15  Feb+ 32.5     3.10   10.7  162.1   15.3  232.3  28.15  35.45  0.10  0.14    64    44    33     3.0    45.9  28.15    -4/   40
MRNS      9.53  Jul  11       2.70   37.5   74.0   58.0  114.4   6.93  13.55  0.27  0.42    68    42    30    23.3    45.9   6.93    40/   85
TEAM    240.56  Feb+ 232.5   18.00    4.4   94.4    4.4   94.4 222.66 250.35  0.07  0.04    78    63    35     2.1    45.7 222.66    52/   23
MRNS      9.53  Jul  12       2.35   30.9   61.0   64.1  126.6   7.28  14.20  0.24  0.49    65    37    28    23.1    45.7   7.28    36/   85
SEDG     72.83  Feb  80       4.80    6.9   81.2   17.3  204.3  68.13  84.65  0.06  0.16    62    34    25     3.9    45.6  68.13    21/   88
NKTX      8.69  Aug  10       3.10   52.7   90.3   74.9  128.3   5.69  12.95  0.35  0.49    64    45    37    26.6    45.6   5.69    -5/   93
AFRM     40.98  Feb+ 40       4.60    9.5  144.7    9.5  144.7  36.48  44.45  0.11  0.08    71    54    35     3.0    45.5  36.48    42/    8
MARA     17.78  Feb+ 18       1.91   11.3  243.3   12.4  266.2  15.97  19.76  0.10  0.11    65    48    35     2.1    45.5  15.97    -9/   55
