COVERED CALL WRITES: MARGIN

NOTE: It is possible to have zero or negative investment
      in a margin covered write.  Where that happens, the
      returns are arbitrarily set to 999%
      ALSO, it should be noted that stocks selling for
      less than $5 per share may not be marginable.

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUM:    Raw Return, if unchanged, margin
  ARIUM:   Annualized Return, if unchanged, margin
  RIEM:    Raw Return, if exercised, margin
  ARIEM:   Annualized Return, if exercised, margin
  DBEM:    Downside breakeven point, margin
  UBEM:    UPSIDE breakeven point, margin
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, margin
  AERTNM:  Annualized EXPECTED Return, margin
  Invt:    Investment for margin covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
  Mgnint:  Margin interest paid (rate = T-Bill rate + 3%)
  Debit:   Debit balance (amount borrowed from broker)
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
ORCL    106.57  Sep  65      43.20    1.9    2.8    1.9    2.8  62.59 107.17  0.41  0.01   100   100    49     1.9     2.8  30.94   103   0.88  32.53
BRKB    361.10  Oct  260    111.00    4.8    6.4    4.8    6.4 246.27 366.92  0.32  0.02   100    99    45     4.8     6.4 120.18   145   3.93 130.02
ORCL    106.57  Jun  70      37.90    1.7    4.0    1.7    4.0  68.17 107.15  0.36  0.01   100   100    49     1.7     3.9  33.74   111   0.60  35.03
ABBV    161.48  Mar  125     37.40    0.6    3.7    0.6    3.7 123.78 161.85  0.23  0.00   100   100    49     0.6     3.6  61.65   171   0.40  62.53
TTWO    161.88  Jan'25 75    89.75    3.5    3.5    3.5    3.5  70.72 163.09  0.56  0.01   100    99    49     3.4     3.3  34.71   140   1.51  37.53
MSFT    390.27  Feb+ 335     56.00    0.2    3.4    0.2    3.4 334.06 390.54  0.14  0.00   100   100    50     0.2     3.3 166.85   140   0.31 167.52
AAPL    183.63  Mar  140     44.65    0.6    3.7    0.6    3.7 138.63 184.05  0.25  0.00   100   100    49     0.6     3.7  69.06   138   0.45  70.03
X        47.23  Jun  36      11.85    0.9    2.1    0.9    2.1  35.17  47.39  0.26  0.00   100   100    49     0.9     2.1  17.46   102   0.31  18.02
AAPL    183.63  Mar  145     39.80    0.8    4.8    0.8    4.8 143.46 184.18  0.22  0.00   100    99    49     0.8     4.6  71.41   119   0.47  72.53
VOO     436.50  Jun  340    102.30    1.7    3.9    1.7    3.9 331.37 439.22  0.24  0.01   100    99    48     1.6     3.8 164.28   158   2.93 170.02
GLD     187.91  Feb+ 172     16.50    0.3    3.8    0.3    3.8 171.28 188.12  0.09  0.00   100    99    49     0.2     3.7  85.49    82   0.23  86.03
IGV     408.56  May  315     98.00    1.4    4.3    1.4    4.3 308.55 410.74  0.24  0.01   100    99    48     1.4     4.1 153.14    90   2.11 157.52
SNPS    509.68  Dec  220    296.00    2.0    2.2    2.0    2.2 209.69 511.76  0.59  0.00   100   100    49     2.0     2.2 103.75   137   4.09 110.03
NVDA    563.82  Jan+ 480     84.50    0.1    4.1    0.1    4.1 479.16 564.09  0.15  0.00   100    99    50     0.1     3.6 239.40    64   0.26 240.02
ABNB    135.02  Apr  80      55.80    0.6    2.2    0.6    2.2  78.91 135.24  0.42  0.00   100   100    50     0.5     2.1  39.30    96   0.41  40.03
SNPS    509.68  Jan'25 240  278.00    3.0    3.0    3.0    3.0 226.95 513.02  0.55  0.01   100    99    49     2.9     2.9 111.75   117   4.83 120.03
SNPS    509.68  Dec  240    277.00    2.4    2.6    2.4    2.6 228.32 512.39  0.55  0.01   100   100    49     2.4     2.5 112.75   121   4.46 120.03
PEP     166.17  Feb  145     21.80    0.3    3.8    0.3    3.8 144.22 166.40  0.13  0.00   100   100    49     0.3     3.8  71.94   116   0.25  72.53
SNPS    509.68  Dec  230    287.00    2.7    2.9    2.7    2.9 218.51 512.58  0.57  0.01   100   100    49     2.7     2.9 107.75   129   4.27 115.03
NVDA    563.82  Jan+ 477.5   87.00    0.1    4.1    0.1    4.1 476.66 564.09  0.15  0.00   100   100    50     0.1     3.8 238.15    72   0.26 238.77
SNPS    509.68  Jan'25 230  288.00    3.3    3.3    3.3    3.3 217.15 513.22  0.57  0.01   100   100    49     3.3     3.3 106.75   125   4.63 115.03
VOO     436.50  Jun  320    121.30    1.2    2.8    1.2    2.8 312.55 438.40  0.28  0.00   100   100    48     1.2     2.8 155.28   189   2.75 160.02
GLD     187.91  Feb+ 171     17.30    0.1    2.0    0.1    2.0 170.55 187.99  0.09  0.00   100   100    49     0.1     2.0  85.19   107   0.16  85.53
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
AAPL    183.63  Feb+ 150     34.30    0.3    2.7    0.3    2.7 149.12 183.84  0.19  0.00   100   100    49     0.3     2.6  74.41   112   0.31  75.03
VOO     436.50  Jul  320    121.90    1.3    2.6    1.3    2.6 311.46 438.51  0.29  0.00   100   100    48     1.3     2.5 154.68   170   3.24 160.02
VOO     436.50  Jun  315    126.00    1.1    2.5    1.1    2.5 307.89 438.14  0.29  0.00   100   100    49     1.1     2.5 153.08   198   2.71 157.52
IGV     408.56  May  290    122.00    1.0    2.9    1.0    2.9 284.72 409.91  0.30  0.00   100   100    49     1.0     2.8 141.64   120   1.94 145.02
QQQM    168.57  Jun  110     60.60    1.8    4.1    1.8    4.1 107.12 169.50  0.36  0.01   100   100    49     1.7     4.1  53.05   136   0.95  55.03
VOO     436.50  Jul  315    126.50    1.1    2.1    1.1    2.1 306.91 438.16  0.30  0.00   100   100    49     1.1     2.1 152.58   176   3.19 157.52
VOO     436.50  Jun  325    116.50    1.3    3.0    1.3    3.0 317.30 438.55  0.27  0.00   100   100    48     1.3     3.0 157.58   182   2.80 162.52
VOO     436.50  Jun  335    107.00    1.5    3.5    1.5    3.5 326.72 438.97  0.25  0.01   100    99    48     1.5     3.5 162.08   163   2.88 167.52
MA      428.35  May  320    112.45    1.2    3.5    1.2    3.5 313.86 430.16  0.27  0.00   100    99    49     1.1     3.4 155.98   125   2.14 160.02
MA      428.35  Apr  320    111.10    0.6    2.3    0.6    2.3 315.70 429.30  0.26  0.00   100   100    49     0.6     2.3 157.33   137   1.65 160.02
VOO     436.50  Jul  335    107.50    1.5    3.0    1.5    3.0 325.70 438.95  0.25  0.01   100    99    48     1.5     2.9 161.58   148   3.40 167.52
GLD     187.91  Feb+ 171     17.50    0.3    3.8    0.3    3.8 170.29 188.13  0.09  0.00   100   100    49     0.2     3.8  84.99    88   0.22  85.53
VOO     436.50  Jul  325    117.00    1.3    2.6    1.3    2.6 316.30 438.55  0.28  0.00   100   100    48     1.3     2.5 157.08   162   3.30 162.52
VOO     436.50  Jul  330    112.40    1.5    3.0    1.5    3.0 320.85 438.90  0.26  0.01   100    99    48     1.5     2.9 159.18   156   3.35 165.02
VOO     436.50  Jun  330    111.80    1.4    3.4    1.4    3.4 321.96 438.81  0.26  0.01   100   100    48     1.4     3.3 159.78   171   2.84 165.02
HLT     182.39  Jan'26 75   112.00    4.4    2.2    4.4    2.2  67.48 183.84  0.63  0.01   100    99    49     4.3     2.2  32.96   116   3.01  37.53
TIP     107.24  Mar  97      10.90    0.4    2.5    0.4    2.5  96.13 107.44  0.10  0.00   100    99    48     0.4     2.4  47.91   116   0.31  48.53
TIP     107.24  Mar  95      12.85    0.3    2.0    0.3    2.0  94.18 107.39  0.12  0.00   100   100    49     0.3     2.0  46.96   144   0.31  47.53
IWM     190.84  Jan+ 174     17.19    0.1    4.4    0.1    4.4 173.65 190.94  0.09  0.00   100    99    49     0.1     4.1  86.72    82   0.10  87.03
QQQM    168.57  Mar  125     44.50    0.6    3.8    0.6    3.8 123.77 168.95  0.27  0.00   100   100    49     0.6     3.8  61.65   143   0.40  62.53
QQQM    168.57  Feb  140     29.10    0.2    2.4    0.2    2.4 139.33 168.71  0.17  0.00   100   100    50     0.2     2.3  69.55   107   0.24  70.03
IGV     408.56  Aug  290    126.50    3.2    5.5    3.2    5.5 278.77 412.96  0.32  0.01   100    99    47     3.2     5.4 137.14   104   3.39 145.02
HLT     182.39  Jan'26 80   107.50    5.0    2.5    5.0    2.5  71.78 184.14  0.61  0.01   100    99    49     4.9     2.4  34.96   108   3.21  40.03
IWM     190.84  Jan+ 173     18.18    0.1    4.0    0.1    4.0 172.67 190.94  0.10  0.00   100   100    49     0.1     3.9  86.23    91   0.09  86.53
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
ABT     113.76  Mar  90      24.40    0.4    2.8    0.4    2.8  89.17 113.96  0.22  0.00   100    99    49     0.4     2.6  44.44   145   0.29  45.03
TIP     107.24  Mar  94      13.85    0.3    2.1    0.3    2.1  93.19 107.40  0.13  0.00   100   100    49     0.3     2.1  46.46   161   0.30  47.03
QQQM    168.57  Feb  135     34.10    0.2    2.6    0.2    2.6 134.34 168.72  0.20  0.00   100   100    49     0.2     2.6  67.05   139   0.23  67.53
IWM     190.84  Jan+ 171     20.16    0.1    3.3    0.1    3.3 170.69 190.92  0.11  0.00   100   100    50     0.1     3.3  85.25   105   0.09  85.53
QQQM    168.57  Mar  130     39.60    0.7    4.4    0.7    4.4 128.65 169.03  0.24  0.00   100   100    49     0.7     4.4  64.05   122   0.42  65.03
IWM     190.84  Jan+ 172.5   18.67    0.1    3.6    0.1    3.6 172.18 190.93  0.10  0.00   100   100    50     0.1     3.5  85.99    94   0.09  86.28
IWM     190.84  Jan+ 172     19.16    0.1    3.2    0.1    3.2 171.69 190.92  0.10  0.00   100   100    50     0.1     3.2  85.75    97   0.09  86.03
TIP     107.24  Mar  93      14.85    0.3    2.1    0.3    2.1  92.19 107.40  0.14  0.00   100   100    49     0.3     2.1  45.96   173   0.30  46.53
IGV     408.56  May  310    102.50    1.1    3.4    1.1    3.4 304.09 410.28  0.26  0.00   100    99    48     1.1     3.3 151.14    94   2.07 155.02
SNPS    509.68  Dec  250    268.00    3.0    3.3    3.0    3.3 237.14 513.21  0.53  0.01   100    99    49     2.9     3.2 116.75   116   4.64 125.03
SNPS    509.68  Dec  260    259.00    3.6    3.9    3.6    3.9 245.95 514.02  0.52  0.01   100    99    49     3.5     3.7 120.75   108   4.83 130.02
SNPS    509.68  Jan'25 250  269.00    3.6    3.6    3.6    3.6 235.75 513.82  0.54  0.01   100    99    49     3.5     3.4 115.75   112   5.03 125.03
IT      453.10  Jun  260    197.00    1.2    2.8    1.2    2.8 253.96 454.61  0.44  0.00   100    99    49     1.1     2.7 126.18   124   2.24 130.02
IT      453.10  Jun  250    206.50    0.9    2.1    0.9    2.1 244.55 454.20  0.46  0.00   100   100    50     0.9     2.0 121.68   132   2.15 125.03
AAPL    183.63  Mar+ 145     39.40    0.4    3.0    0.4    3.0 143.97 183.89  0.22  0.00   100   100    49     0.4     2.9  71.81   126   0.36  72.53
PEN     263.06  Jun  120    144.90    1.1    2.6    1.1    2.6 117.23 263.72  0.55  0.00   100   100    50     1.1     2.5  58.24    98   1.03  60.03
VRSN    202.44  Nov  115     90.50    1.8    2.2    1.8    2.2 110.12 203.43  0.46  0.00   100   100    49     1.8     2.1  54.51   137   1.92  57.53
IGV     408.56  May  300    112.00    0.9    2.6    0.9    2.6 294.65 409.84  0.28  0.00   100   100    49     0.9     2.6 146.64   107   2.01 150.02
QQQM    168.57  Jun  115     55.80    2.0    4.6    2.0    4.6 111.88 169.66  0.34  0.01   100    99    48     1.9     4.5  55.35   120   0.99  57.53
IGV     408.56  May  295    117.00    0.9    2.7    0.9    2.7 289.69 409.88  0.29  0.00   100   100    49     0.9     2.7 144.14   112   1.97 147.52
MSFT    390.27  Feb  320     71.35    0.2    2.9    0.2    2.9 318.48 390.66  0.18  0.00   100   100    49     0.2     2.7 158.99   123   0.54 160.02
IGV     408.56  May  305    107.50    1.2    3.5    1.2    3.5 299.12 410.31  0.27  0.00   100   100    48     1.2     3.5 148.64   101   2.04 152.52
VRSN    202.44  Nov  120     86.00    2.5    3.0    2.5    3.0 114.54 203.85  0.43  0.01   100    99    49     2.4     2.9  56.51   129   2.00  60.03
QQQM    168.57  Mar  115     54.40    0.5    3.4    0.5    3.4 113.90 168.88  0.32  0.00   100   100    49     0.5     3.4  56.75   187   0.37  57.53
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
TJX      95.87  Jan'25 62.5  35.45    2.3    2.3    2.3    2.3  59.26  96.54  0.38  0.01   100    99    48     2.2     2.2  29.25   115   1.26  31.27
META    367.46  Jan+ 310     57.95    0.1    4.0    0.1    4.0 309.44 367.63  0.16  0.00   100   100    50     0.1     4.0 154.58    93   0.17 155.02
AAPL    183.63  Apr  135     50.45    1.5    5.8    1.5    5.8 132.58 184.60  0.28  0.01   100   100    48     1.5     5.7  65.76   133   0.70  67.53
QCOM    141.12  Feb  110     31.60    0.3    3.1    0.3    3.1 109.43 141.26  0.22  0.00   100   100    50     0.3     3.0  54.59   115   0.19  55.03
MA      428.35  Mar  345     85.55    0.5    3.4    0.5    3.4 341.78 429.28  0.20  0.00   100   100    49     0.5     3.3 170.38   128   1.12 172.52
SPY     474.93  Jan+ 450     25.47    0.1    3.9    0.1    3.9 449.36 475.12  0.05  0.00   100   100    49     0.1     3.9 224.54   130   0.20 225.02
SPY     474.93  Jan+ 450     25.88    0.2    9.0    0.2    9.0 448.90 475.48  0.05  0.00   100   100    48     0.2     8.9 224.13   128   0.25 225.02
IGV     408.56  Jan'25 265  156.00    5.8    5.8    5.8    5.8 247.33 415.52  0.39  0.02   100    99    46     5.7     5.7 120.14   112   5.33 132.52
SPY     474.93  Jan+ 450     25.71    0.2    7.4    0.2    7.4 449.10 475.34  0.05  0.00   100   100    48     0.2     7.3 224.30   135   0.22 225.02
IGV     408.56  Jan'25 270  151.50    6.0    6.0    6.0    6.0 251.73 415.92  0.38  0.02   100    99    46     5.9     5.8 122.14   108   5.43 135.02
IGV     408.56  Aug  270    145.00    2.4    4.2    2.4    4.2 260.51 411.70  0.36  0.01   100   100    48     2.4     4.2 128.64   124   3.15 135.02
GLD     187.91  Feb+ 170     18.50    0.3    3.9    0.3    3.9 169.29 188.13  0.10  0.00   100   100    49     0.3     3.9  84.49    97   0.22  85.03
QQQM    168.57  Jun  95      75.10    1.2    2.8    1.2    2.8  92.75 169.13  0.45  0.00   100   100    49     1.2     2.8  46.05   182   0.82  47.53
FDX     245.04  Jun  165     82.55    1.2    2.7    1.2    2.7 161.17 245.98  0.34  0.00   100   100    49     1.2     2.7  80.06   105   1.42  82.53
GLD     187.91  Feb  170     18.70    0.4    4.9    0.4    4.9 169.02 188.26  0.10  0.00   100    99    48     0.4     4.8  84.29    88   0.29  85.03
BA      200.52  Jun  110     92.40    1.5    3.4    1.5    3.4 107.27 201.30  0.47  0.00   100    99    49     1.4     3.3  53.19   130   0.95  55.03
IGV     408.56  Aug  275    140.50    2.7    4.7    2.7    4.7 264.95 412.14  0.35  0.01   100   100    48     2.7     4.7 130.64   118   3.21 137.52
TSM     101.67  Mar  70      32.35    0.9    5.5    0.9    5.5  69.19 101.97  0.32  0.00   100   100    49     0.9     5.4  34.39    92   0.23  35.03
QQQM    168.57  Jun  90      79.90    0.9    2.2    0.9    2.2  88.00 168.98  0.48  0.00   100   100    49     0.9     2.2  43.75   197   0.77  45.03
QQQM    168.57  Mar  95      74.20    0.4    2.3    0.4    2.3  94.16 168.74  0.44  0.00   100   100    50     0.4     2.3  46.95   287   0.31  47.53
GLD     187.91  Feb+ 170     18.30    0.1    2.1    0.1    2.1 169.55 187.99  0.10  0.00   100   100    49     0.1     2.1  84.69   118   0.16  85.03
SPY     474.93  Jan+ 451     24.90    0.3    9.3    0.3    9.3 449.88 475.50  0.05  0.00   100   100    48     0.3     9.2 224.60   122   0.25 225.52
AAPL    183.63  Apr  130     55.25    1.3    4.9    1.3    4.9 127.81 184.43  0.30  0.00   100   100    49     1.3     4.9  63.46   150   0.67  65.03
AXON    249.47  Jan'25 110  143.00    2.3    2.3    2.3    2.3 104.36 250.64  0.58  0.00   100   100    49     2.2     2.2  51.54   104   2.21  55.03
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
AXON    249.47  Dec  115    138.00    2.3    2.5    2.3    2.5 109.43 250.71  0.56  0.00   100   100    49     2.2     2.4  54.04   102   2.14  57.53
SPY     474.93  Jan+ 451     24.48    0.1    4.1    0.1    4.1 450.35 475.13  0.05  0.00   100   100    49     0.1     4.1 225.02   123   0.20 225.52
SPY     474.93  Jan+ 452     23.91    0.3    9.4    0.3    9.4 450.87 475.51  0.05  0.00   100    99    48     0.3     9.3 225.10   116   0.25 226.02
META    367.46  Jan+ 305     62.95    0.1    4.1    0.1    4.1 304.44 367.63  0.17  0.00   100   100    50     0.1     4.1 152.08   108   0.17 152.52
BSX      60.25  May  42.5    18.50    1.5    4.6    1.5    4.6  41.57  60.57  0.31  0.01   100    99    49     1.5     4.5  20.58   120   0.28  21.27
AXON    249.47  Jan'25 105  148.00    2.6    2.6    2.6    2.6  99.46 250.74  0.60  0.01   100   100    49     2.6     2.5  49.04   111   2.11  52.53
SPY     474.93  Jan+ 452     23.49    0.1    4.3    0.1    4.3 451.34 475.14  0.05  0.00   100   100    49     0.1     4.2 225.52   116   0.20 226.02
TSM     101.67  Mar  65      37.20    0.5    3.3    0.5    3.3  64.36 101.84  0.37  0.00   100   100    50     0.5     3.3  32.04   116   0.21  32.53
IGV     408.56  Jan'25 260  160.50    5.6    5.5    5.6    5.5 242.93 415.12  0.41  0.02   100    99    47     5.5     5.4 118.14   116   5.23 130.02
AXON    249.47  Dec  120    133.50    2.9    3.2    2.9    3.2 113.84 251.12  0.54  0.01   100    99    49     2.8     3.1  56.04    98   2.23  60.03
IGV     408.56  Aug  265    149.50    2.1    3.6    2.1    3.6 256.07 411.26  0.37  0.01   100   100    48     2.1     3.6 126.64   127   3.09 132.52
SNOW    188.02  May  105     84.35    0.9    2.8    0.9    2.8 103.07 188.50  0.45  0.00   100    99    50     0.9     2.6  51.25    84   0.70  52.53
AAPL    183.63  May  130     55.80    1.8    5.5    1.8    5.5 127.06 184.78  0.31  0.01   100   100    48     1.8     5.4  62.91   136   0.87  65.03
ORLY    990.25  May  680    318.00    0.9    2.7    0.9    2.7 667.80 993.30  0.33  0.00   100    99    49     0.9     2.6 332.33   124   4.55 340.02
SNOW    188.02  Jun  90      99.40    1.0    2.4    1.0    2.4  87.95 188.48  0.53  0.00   100   100    50     1.0     2.4  43.69   101   0.77  45.03
SNOW    188.02  Jun  95      94.65    1.4    3.4    1.4    3.4  92.65 188.68  0.51  0.00   100   100    49     1.4     3.3  45.94    93   0.82  47.53
AXON    249.47  Jan'25 115  138.50    2.9    2.9    2.9    2.9 108.76 251.04  0.56  0.01   100    99    49     2.8     2.8  53.54    99   2.31  57.53
VOO     436.50  Jan'25 305  141.00    2.2    2.2    2.2    2.2 289.47 439.72  0.34  0.01   100    99    48     2.1     2.1 143.08   149   6.13 152.52
QQQM    168.57  Mar  105     64.30    0.5    2.9    0.5    2.9 104.03 168.81  0.38  0.00   100   100    49     0.5     2.9  51.85   236   0.34  52.53
IGV     408.56  Aug  280    135.50    2.6    4.5    2.6    4.5 269.89 412.08  0.34  0.01   100   100    48     2.6     4.5 133.14   112   3.27 140.02
MA      428.35  Apr  330    101.40    0.7    2.9    0.7    2.9 325.35 429.55  0.24  0.00   100    99    49     0.7     2.8 162.03   122   1.70 165.02
QQQM    168.57  Jun  105     65.40    1.5    3.6    1.5    3.6 102.37 169.35  0.39  0.00   100   100    49     1.5     3.6  50.75   150   0.90  52.53
IGV     408.56  Aug  285    131.00    2.9    5.0    2.9    5.0 274.33 412.52  0.33  0.01   100    99    47     2.9     5.0 135.14   107   3.33 142.52
VOO     436.50  Jun  300    140.60    0.9    2.2    0.9    2.2 293.42 437.87  0.33  0.00   100   100    49     0.9     2.2 145.98   228   2.58 150.02
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
VOO     436.50  Jan'25 295  150.50    2.1    2.1    2.1    2.1 280.17 439.42  0.36  0.01   100    99    48     2.1     2.0 138.58   162   5.93 147.52
VOO     436.50  Jan'25 300  146.00    2.4    2.3    2.4    2.3 284.57 439.82  0.35  0.01   100    99    48     2.3     2.3 140.58   158   6.03 150.02
META    367.46  Jan+ 315     53.00    0.1    5.1    0.1    5.1 314.39 367.68  0.14  0.00   100   100    50     0.1     4.7 157.04    86   0.17 157.52
CTAS    588.57  Dec  400    200.00    2.0    2.2    2.0    2.2 381.24 592.42  0.35  0.01   100    99    48     2.0     2.1 188.65   109   7.43 200.02
QQQM    168.57  Jun  100     70.40    1.7    3.9    1.7    3.9  97.41 169.39  0.42  0.00   100   100    49     1.7     3.9  48.25   168   0.86  50.03
SPY     474.93  Jan+ 449     26.46    0.1    3.7    0.1    3.7 448.37 475.11  0.06  0.00   100   100    49     0.1     3.7 224.05   136   0.20 224.52
MA      428.35  Mar  340     90.45    0.5    3.1    0.5    3.1 336.90 429.20  0.21  0.00   100   100    49     0.5     3.1 167.98   139   1.10 170.02
CYBR    228.22  Dec  75     155.50    2.1    2.2    2.1    2.2  71.43 228.96  0.69  0.00   100   100    50     2.0     2.2  35.29   117   1.39  37.53
MA      428.35  Apr  325    106.10    0.6    2.2    0.6    2.2 320.68 429.28  0.25  0.00   100   100    49     0.6     2.2 159.83   128   1.67 162.52
QQQM    168.57  Mar  110     59.30    0.4    2.6    0.4    2.6 109.01 168.79  0.35  0.00   100   100    49     0.4     2.5  54.35   211   0.36  55.03
SPY     474.93  Jan+ 449     26.87    0.2    8.9    0.2    8.9 447.91 475.47  0.06  0.00   100   100    48     0.2     8.8 223.63   135   0.25 224.52
VOO     436.50  Jul  310    131.40    1.1    2.1    1.1    2.1 302.06 438.11  0.31  0.00   100   100    49     1.1     2.1 150.18   185   3.14 155.02
AAPL    183.63  Mar  150     34.95    0.9    5.7    0.9    5.7 148.29 184.31  0.19  0.00    99    99    48     0.9     5.3  73.76    99   0.49  75.03
IEFA     68.80  Mar  58      11.30    0.6    3.5    0.6    3.5  57.41  68.96  0.17  0.00    99    98    49     0.5     3.0  28.58   107   0.19  29.02
CASY    288.58  Oct  195     99.20    2.7    3.6    2.7    3.6 186.53 291.10  0.35  0.01    99    98    48     2.5     3.3  91.95    76   2.95  97.53
IEFA     68.80  Jun  52      17.80    1.6    3.7    1.6    3.7  50.65  69.20  0.26  0.01    99    98    48     1.5     3.4  25.08   116   0.45  26.02
IDXX    520.00  Jun  310    214.50    1.1    2.6    1.1    2.6 302.93 521.68  0.42  0.00    99    99    49     1.0     2.3 150.58   112   2.67 155.02
HLT     182.39  Jan'26 85   103.00    5.6    2.8    5.6    2.8  76.08 184.44  0.58  0.01    99    99    49     5.3     2.6  36.96   101   3.41  42.53
CASY    288.58  Oct  190    104.00    2.7    3.5    2.7    3.5 181.81 290.98  0.37  0.01    99    99    48     2.5     3.3  89.65    81   2.87  95.03
IDXX    520.00  Jul  300    225.50    1.6    3.2    1.6    3.2 291.56 522.31  0.44  0.00    99    99    49     1.4     2.8 144.58   111   3.04 150.02
MSFT    390.27  Apr  290    102.85    0.7    2.6    0.7    2.6 286.03 391.21  0.27  0.00    99    99    49     0.6     2.2 142.49   106   1.49 145.02
HLT     182.39  Jan'26 90    98.50    6.0    3.0    6.0    3.0  80.38 184.74  0.56  0.01    99    98    49     5.6     2.8  38.96    94   3.61  45.03
IEFA     68.80  Mar  57      12.30    0.6    3.6    0.6    3.6  56.42  68.97  0.18  0.00    99    99    49     0.5     3.4  28.08   123   0.18  28.52
IGV     408.56  Jan'25 285  138.00    6.7    6.6    6.7    6.6 264.93 417.12  0.35  0.02    99    97    46     6.3     6.3 128.14    96   5.73 142.52
